index,teks,aspek,sentimen,waktu
25978,cukup bagus walapung lama,Umum,Positif,2024-09-28 16:15:43
25979,cukup bagus walapung lama,Ketersediaan Driver (Lama Menunggu),Negatif,2024-09-28 16:15:43
25980,waktu pengantaran sangat cepat,Kualitas Layanan Pesan Antar (Food/Delivery),Positif,2024-09-28 16:08:54
25981,driverny ramah cepet respon barang sampe dgn selamat mksh mas drver,Perilaku & Profesionalisme Driver,Positif,2024-09-28 15:56:08
25982,driverny ramah cepet respon barang sampe dgn selamat mksh mas drver,Kualitas Layanan Pesan Antar (Food/Delivery),Positif,2024-09-28 15:56:08
25983,terimakasih bang pelayanan memuaskan mantap,Perilaku & Profesionalisme Driver,Positif,2024-09-28 15:48:31
25984,terimakasih bang pelayanan memuaskan mantap,Umum,Positif,2024-09-28 15:48:31
25985,sangat ramah dan cepat,Perilaku & Profesionalisme Driver,Positif,2024-09-28 15:45:10
25986,sangat ramah dan cepat,Ketersediaan Driver (Lama Menunggu),Positif,2024-09-28 15:45:10
25987,bagus sih Maxim sekarang.. sudah lebih baik dr yg dulu.. cm map-nya aja msh belum lengkap.. msti nyari2 titik terdekat yg kebaca d mapny Maxim.. biar drivernya gak bingung.. ksian am drivernya aja jdny..,Umum,Positif,2024-09-28 14:44:33
25988,bagus sih Maxim sekarang.. sudah lebih baik dr yg dulu.. cm map-nya aja msh belum lengkap.. msti nyari2 titik terdekat yg kebaca d mapny Maxim.. biar drivernya gak bingung.. ksian am drivernya aja jdny..,Akurasi GPS & Peta,Negatif,2024-09-28 14:44:33
25989,sopan dan ramah,Perilaku & Profesionalisme Driver,Positif,2024-09-28 13:51:24
25990,"alhamdulillah,, sopirnya baik & amanah",Perilaku & Profesionalisme Driver,Positif,2024-09-28 13:37:41
25991,Tidak bisa login aplikasinya eror dari pagi,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 13:28:04
25992,pengemudi ramah tamah dn sopan layanannya memuaskan,Perilaku & Profesionalisme Driver,Positif,2024-09-28 13:06:00
25993,pengemudi ramah tamah dn sopan layanannya memuaskan,Kualitas Layanan Pesan Antar (Food/Delivery),Positif,2024-09-28 13:06:00
25994,sangat ramah sekali,Perilaku & Profesionalisme Driver,Positif,2024-09-28 13:03:47
25995,sangat bertanggung jawab dan nyaman,Perilaku & Profesionalisme Driver,Positif,2024-09-28 13:00:08
25996,"terimakasih,, telah mengemudi dengan baik",Perilaku & Profesionalisme Driver,Positif,2024-09-28 12:49:03
25997,Gmpang banget dapet maxim nya cepet dan murah,Ketersediaan Driver (Lama Menunggu),Positif,2024-09-28 12:41:51
25998,Gmpang banget dapet maxim nya cepet dan murah,Harga & Tarif,Positif,2024-09-28 12:41:51
25999,"Belum bisa ngasih bintang 5, mau cari titik tujuan susah kali ngak semudah di gps google map, itu aja sih perlu di perbaiki dan di tingkatkan, oh iya... menu penelusuri tolong di bubuhin untuk tujuan nya",UI/UX Aplikasi (Tampilan/Desain),Negatif,2024-09-28 12:19:24
26000,"Belum bisa ngasih bintang 5, mau cari titik tujuan susah kali ngak semudah di gps google map, itu aja sih perlu di perbaiki dan di tingkatkan, oh iya... menu penelusuri tolong di bubuhin untuk tujuan nya",Akurasi GPS & Peta,Negatif,2024-09-28 12:19:24
26001,"pelayanan bagus, ramah dan sgt membantu. saat saya akan transfer saya kehabisan kuota dan beliau mempersilahkan saya transfer ketika ada kuota dan saya dikasih nomor rekening. saya lupa nanya bank karena segera naik transjogja. Sampai saat ini saya masih merasa berhutang karena blm memberikan hak driver yg membawa saya. Mohon info banknya mas...",Perilaku & Profesionalisme Driver,Positif,2024-09-28 12:17:59
26002,"pelayanan bagus, ramah dan sgt membantu. saat saya akan transfer saya kehabisan kuota dan beliau mempersilahkan saya transfer ketika ada kuota dan saya dikasih nomor rekening. saya lupa nanya bank karena segera naik transjogja. Sampai saat ini saya masih merasa berhutang karena blm memberikan hak driver yg membawa saya. Mohon info banknya mas...",Sistem Pembayaran & Promo,Positif,2024-09-28 12:17:59
26003,"baik dan ramah sopan ,,, berasa naik motor sama orang tua sendiri ,, sehat terus buat bapa driver nya",Perilaku & Profesionalisme Driver,Positif,2024-09-28 12:16:45
26004,nyaman cepat lancar,Umum,Positif,2024-09-28 12:11:30
26005,"Sangat Ramah, pelayanan dan service memuaskan sekali.",Perilaku & Profesionalisme Driver,Positif,2024-09-28 11:35:05
26006,"Sangat Ramah, pelayanan dan service memuaskan sekali.",Customer Service,Positif,2024-09-28 11:35:05
26007,Saya top up saldo kog nggk masuk ya. Aplikasi apaan ini,Sistem Pembayaran & Promo,Negatif,2024-09-28 11:23:32
26008,Saya top up saldo kog nggk masuk ya. Aplikasi apaan ini,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 11:23:32
26009,Driver yang ramah. kami sangat puas.,Perilaku & Profesionalisme Driver,Positif,2024-09-28 11:15:10
26010,Driver yang ramah. kami sangat puas.,Umum,Positif,2024-09-28 11:15:10
26011,Terimakasih atas kenyaman dlm pengiriman pak. semoga bapak sehat selalu dan makin berlimpah rezekinya,Kualitas Layanan Pesan Antar (Food/Delivery),Positif,2024-09-28 11:09:12
26012,"Lagi darurat lalu order maxim car tapi tidak ada yang menerima orderan tersebut, jika pun ada mereka langsung mengcancel orderan tersebut, tolong ditingkatkan lagi kinerja dan layanan nya",Ketersediaan Driver (Lama Menunggu),Negatif,2024-09-28 11:00:20
26013,"Lagi darurat lalu order maxim car tapi tidak ada yang menerima orderan tersebut, jika pun ada mereka langsung mengcancel orderan tersebut, tolong ditingkatkan lagi kinerja dan layanan nya",Pembatalan oleh Driver,Negatif,2024-09-28 11:00:20
26014,bagus org nya juga ramah,Perilaku & Profesionalisme Driver,Positif,2024-09-28 10:37:39
26015,"mantap, sudah sampai di pelosok negeri",Umum,Positif,2024-09-28 10:18:43
26016,"mantap, sudah sampai di pelosok negeri",Ketersediaan Driver (Lama Menunggu),Positif,2024-09-28 10:18:43
26017,"Selamat soreh, aplikasi Maxim saya keluar sendiri... setelah itu saya login tidak bisa,,, kodenya tidak ada di SMS bagaimana ya? Atau nomer saya ke blokir",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 10:03:26
26018,"Terimakasih Banyak Bang,,,Rapi Dan Sopan",Perilaku & Profesionalisme Driver,Positif,2024-09-28 09:17:02
26019,harganya terjangkau sekali thankyou,Harga & Tarif,Positif,2024-09-28 09:04:30
26020,terima kasih atas kerja samanya,Umum,Positif,2024-09-28 08:42:01
26021,"Penjemputan dan pengiriman barang cepat. Alamat tepat, barang selamat. Mantap buat drivernya.",Kualitas Layanan Pesan Antar (Food/Delivery),Positif,2024-09-28 08:36:49
26022,"Penjemputan dan pengiriman barang cepat. Alamat tepat, barang selamat. Mantap buat drivernya.",Akurasi GPS & Peta,Positif,2024-09-28 08:36:49
26023,"Penjemputan dan pengiriman barang cepat. Alamat tepat, barang selamat. Mantap buat drivernya.",Perilaku & Profesionalisme Driver,Positif,2024-09-28 08:36:49
26024,Kok updeate sekaranga pas masuk kita harus kirim kode otoritas pas masuk kode otoritas kok gak bisa malah nomor telp telah terdaftar minta restrart lagi donk admin,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 07:25:09
26025,maxim tarif harganya lebih murah dari aplikasi tranportasi online yg lain 👍,Harga & Tarif,Positif,2024-09-28 07:05:36
26026,apaan coba kode verifikasi aja lama banget,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 07:03:06
26027,"sy selaku drivernya maxim ,berasa kerja lebih cape dari pada nguli orderan sepi + murah ,potongan deposit besar ,yg cape siapa yg kaya siapa",Ketersediaan Driver (Lama Menunggu),Negatif,2024-09-28 06:44:28
26028,"sy selaku drivernya maxim ,berasa kerja lebih cape dari pada nguli orderan sepi + murah ,potongan deposit besar ,yg cape siapa yg kaya siapa",Harga & Tarif,Negatif,2024-09-28 06:44:28
26029,"sy selaku drivernya maxim ,berasa kerja lebih cape dari pada nguli orderan sepi + murah ,potongan deposit besar ,yg cape siapa yg kaya siapa",Sistem Pembayaran & Promo,Negatif,2024-09-28 06:44:28
26030,Trimakasih banyak sdh menjemput dan mengantar dengan sat set...🙏👍👍👍,Ketersediaan Driver (Lama Menunggu),Positif,2024-09-28 06:28:16
26031,Trimakasih banyak sdh menjemput dan mengantar dengan sat set...🙏👍👍👍,Perilaku & Profesionalisme Driver,Positif,2024-09-28 06:28:16
26032,"Harus diperbaiki karna lokasi pencarian susah ditemukan, sangat repot",Akurasi GPS & Peta,Negatif,2024-09-28 05:56:59
26033,"Harus diperbaiki karna lokasi pencarian susah ditemukan, sangat repot",UI/UX Aplikasi (Tampilan/Desain),Negatif,2024-09-28 05:56:59
26034,"dah lama pakai maxim, selalu amanah. maxim the best 👍",Umum,Positif,2024-09-28 05:37:08
26035,"apk gak jelas otp dari lama Ampe hari ini gak keluar gimna customer makin banyak login otp GK keluar , abis log out mau login gak keluar otp , mau pake nomer baru juga",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 05:26:09
26036,sangat cocok untuk anak sekolah harga rekomendasi bnget,Harga & Tarif,Positif,2024-09-28 04:58:12
26037,Apk apaan ini udah berkali kali login nomor tetep gabisa bahkan hapus download apk juga gak bisa,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 04:32:01
26038,Mantab cepat tepat n mahir bawa kendaraanya,Umum,Positif,2024-09-28 04:12:43
26039,Mantab cepat tepat n mahir bawa kendaraanya,Perilaku & Profesionalisme Driver,Positif,2024-09-28 04:12:43
26040,sopirnya ramah....terimakasih,Perilaku & Profesionalisme Driver,Positif,2024-09-28 03:52:25
26041,bapaknya asik suka ngajak ngobrol,Perilaku & Profesionalisme Driver,Positif,2024-09-28 03:50:27
26042,"Apk kurang jelas, udh kode gak kekirim pake telfon di matikan sendiri.. udh gak usah beroperasi lagi nih aplikasi",UI/UX Aplikasi (Tampilan/Desain),Negatif,2024-09-28 03:48:03
26043,"Apk kurang jelas, udh kode gak kekirim pake telfon di matikan sendiri.. udh gak usah beroperasi lagi nih aplikasi",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 03:48:03
26044,"Apk kurang jelas, udh kode gak kekirim pake telfon di matikan sendiri.. udh gak usah beroperasi lagi nih aplikasi",Umum,Negatif,2024-09-28 03:48:03
26045,"Kalo login terlalu lama mendapat kode otorisasi nya, mohon ditingkatkan lagi pelayanannya karena buang² waktu",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 03:47:08
26046,"Kalo login terlalu lama mendapat kode otorisasi nya, mohon ditingkatkan lagi pelayanannya karena buang² waktu",Customer Service,Negatif,2024-09-28 03:47:08
26047,drivernya sangat sopan dan baik kepada cs,Perilaku & Profesionalisme Driver,Positif,2024-09-28 03:37:16
26048,"Sumpah, dengan keadaan terpaksa harus order maxim yg tidak bermutu ini. Dimana para driver sepertinya tdk pernah diadakan briefing terkait sop dalam pelayanan pelanggan. Sungguh miris. Asli kebanyakan drivernya punya sdm bobrok",Perilaku & Profesionalisme Driver,Negatif,2024-09-28 03:11:08
26049,"Sumpah, dengan keadaan terpaksa harus order maxim yg tidak bermutu ini. Dimana para driver sepertinya tdk pernah diadakan briefing terkait sop dalam pelayanan pelanggan. Sungguh miris. Asli kebanyakan drivernya punya sdm bobrok",Customer Service,Negatif,2024-09-28 03:11:08
26050,"Ini soal aplikasi nya ya, kadang beberapa kali aplikasinya ga bisa di pakai. Katanya ga ada jaringan padahal pake wifi sama data yg ada kuotanya tetep ga kebuka. Pas mau daftar lagi kode nya ga di kirim kirim, gagal terus. Ini kenapa ya ?",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 03:00:13
26051,"Sering gangguan aplikasi nya, tidak seperti aplikasi sebelah",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:50:49
26052,"Aplikasi bermasalah? Tiba2 ngeblank, dan skrg ga bs login, ud instal uninstal berkali2 tp tetep ga bs, dsuruh mencoba beberapa menit lg. Hufttt Bad!",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:35:02
26053,"Aplikasi bermasalah? Tiba2 ngeblank, dan skrg ga bs login, ud instal uninstal berkali2 tp tetep ga bs, dsuruh mencoba beberapa menit lg. Hufttt Bad!",UI/UX Aplikasi (Tampilan/Desain),Negatif,2024-09-28 02:35:02
26054,Kenapa aplikasi bisa keluar sendiri?,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:32:09
26055,Apk apaan ini giliran mau cepat selalu eror,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:31:23
26056,Aplikasi sering gangguan Driver juga terlalu lama datang ya padahal jarak sangat dekat,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:30:00
26057,Aplikasi sering gangguan Driver juga terlalu lama datang ya padahal jarak sangat dekat,Ketersediaan Driver (Lama Menunggu),Negatif,2024-09-28 02:30:00
26058,Kalo gangguan susahnya minta ampun gua telat gegara lo ini fak,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:27:39
26059,Hari ini kenapa dengan Maxim ya di buka aplikasi nya kok menyambungkan layanan terus apakah sedang ada gangguan atau bagaimana🙏,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:24:39
26060,Aplikasi erorr tolong segera diperbaiki....,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:24:10
26061,"Aplikasi nya ngak bisa dibuka,ngak jelas",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:21:59
26062,"Aplikasi nya ngak bisa dibuka,ngak jelas",UI/UX Aplikasi (Tampilan/Desain),Negatif,2024-09-28 02:21:59
26063,"Apaan ini buka aplikasi susah, cuma ada kaspro",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:21:49
26064,Ke layanan trus pdhl kuota ada buka yg lain bisa buka Maxim ga bisa,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:21:07
26065,Aplikasi ku gangungan udah 3 Hari,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:20:31
26066,"Sekian Dari Update sebelumnya, aplikasinya tidak ada masalah, setelah update, aplikasi terkadang tidak mau masuk, bahkan mengatakan tidak ada internet saya coba speedtest kecepatan downloud 30 mbps, jadi aman, nah masalahnya masuk ke aplikasi tidak bisa sama sekali harus hapus baru downloud lagi",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:18:45
26067,"Aplikasi Maxim nya sering eror, udh order tau² koneksi terputus",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:15:57
26068,Kenapa aplikasi tidak bisa di buka?,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:13:54
26069,SUKA ERROR MELULU MEHUBUNGKAN LAYANAN KEMBALI TERUS,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:13:52
26070,"Aplikasi sampah, sering eror, hari ini eror terus tdk selesai jg",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:11:45
26071,gakk bisa tersambung ke server,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:09:09
26072,maxim ini kurasa tolol tgal 28/09/24 aplikasi klen error apa cs klen gak pindah ke indriver maps klenpun gak akurat sering kali aplikasi klen rusak,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:07:15
26073,maxim ini kurasa tolol tgal 28/09/24 aplikasi klen error apa cs klen gak pindah ke indriver maps klenpun gak akurat sering kali aplikasi klen rusak,Akurasi GPS & Peta,Negatif,2024-09-28 02:07:15
26074,"Sering eror map dan harus verifikasi apa,an..? Tolong dong di perbaiki ini aplikasi Maxim, jgn bikin ribet penumpang lah.. Haduh kacau",Akurasi GPS & Peta,Negatif,2024-09-28 02:06:56
26075,"Sering eror map dan harus verifikasi apa,an..? Tolong dong di perbaiki ini aplikasi Maxim, jgn bikin ribet penumpang lah.. Haduh kacau",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:06:56
26076,Baguss cma knp kok gk bisa d bukaa apknya...,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:02:46
26077,Baguss cma knp kok gk bisa d bukaa apknya...,Umum,Positif,2024-09-28 02:02:46
26078,Aplikasi eror kaya developernya yang bikin udah verifikasi masih aja di ulang2 terus hes,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:02:24
26079,"saya mah oke saja dengan maxim..tapi kenapa akhir² ini sering error,tidak bisa masuk ke aplikasi,seperti hari ini sabtu 28-09-2024,aplikasi nya error,padahal info dari driverpun orderran sepi,jadi tambah sepi...tolong di perbaiki ya & saran untuk food supaya tidak ada order fiktif(kasihan driver) contohlah tetangga sebelah🙏,terimakasih",Umum,Positif,2024-09-28 02:01:58
26080,"saya mah oke saja dengan maxim..tapi kenapa akhir² ini sering error,tidak bisa masuk ke aplikasi,seperti hari ini sabtu 28-09-2024,aplikasi nya error,padahal info dari driverpun orderran sepi,jadi tambah sepi...tolong di perbaiki ya & saran untuk food supaya tidak ada order fiktif(kasihan driver) contohlah tetangga sebelah🙏,terimakasih",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:01:58
26081,"saya mah oke saja dengan maxim..tapi kenapa akhir² ini sering error,tidak bisa masuk ke aplikasi,seperti hari ini sabtu 28-09-2024,aplikasi nya error,padahal info dari driverpun orderran sepi,jadi tambah sepi...tolong di perbaiki ya & saran untuk food supaya tidak ada order fiktif(kasihan driver) contohlah tetangga sebelah🙏,terimakasih",Kualitas Layanan Pesan Antar (Food/Delivery),Negatif,2024-09-28 02:01:58
26082,"Menghubungkan terus, katanya tidak ada koneksi internet, padahal sinyal lancar² saja, buka aplikasi lain bisa",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:01:34
26083,error gw telat hari ini kerja gara2 nih apk,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 02:01:05
26084,Banyak merugi kan orang lain Selagi di butuh kan malah eror Kayak nya ini tak pantas jadi transportasi,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 01:59:02
26085,Banyak merugi kan orang lain Selagi di butuh kan malah eror Kayak nya ini tak pantas jadi transportasi,Umum,Negatif,2024-09-28 01:59:02
26086,gak bisa masuk alasan nya internet padahal pake wifi,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 01:57:26
26087,"Orderan di taxi driver jdi anyep gegara apk penumpang lgi eror sama apk adriver saling berhubungan,,minimal kalau buat aplikasi jgn bikin rugi driver,,330.000 untuk jdi driver prioritas,,ujung ujungnya anyep...",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 01:57:10
26088,"Orderan di taxi driver jdi anyep gegara apk penumpang lgi eror sama apk adriver saling berhubungan,,minimal kalau buat aplikasi jgn bikin rugi driver,,330.000 untuk jdi driver prioritas,,ujung ujungnya anyep...",Ketersediaan Driver (Lama Menunggu),Negatif,2024-09-28 01:57:10
26089,"Orderan di taxi driver jdi anyep gegara apk penumpang lgi eror sama apk adriver saling berhubungan,,minimal kalau buat aplikasi jgn bikin rugi driver,,330.000 untuk jdi driver prioritas,,ujung ujungnya anyep...",Harga & Tarif,Negatif,2024-09-28 01:57:10
26090,Maps tidak akurat tolong di perbaikin,Akurasi GPS & Peta,Negatif,2024-09-28 01:56:47
26091,"Aplikasi busuk banget susah login, sudah koneksinya ke internet",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 01:55:38
26092,Gak bisa order gak bilang login sampai telat gw hadeh,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 01:55:01
26093,Alah lemot kode ga d kirim terus jadinya aku batalain kegiatan nya,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-09-28 01:41:24
